ID,Charges,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],Name_lang[0],Name_lang[1],Name_lang[2],Name_lang[3],Name_lang[4],Name_lang[5],Name_lang[6],Name_lang[7],Name_lang[8],Name_lang[9],Name_lang[10],Name_lang[11],Name_lang[12],Name_lang[13],Name_lang[14],Name_lang[15],Name_lang_mask,ItemVisual,Flags,Src_itemID,Condition_ID,RequiredSkillID,RequiredSkillRank,MinLevel
20,0,2,0,0,3,0,0,3,0,0,0,0,0,Weighted (+3 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
21,0,2,0,0,4,0,0,4,0,0,0,0,0,Weighted (+4 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
22,0,1,0,0,50,0,0,50,0,0,3409,0,0,Crippling Poison,,,,,,,,,,,,,,,,16712190,26,9,0,0,0,0,0
23,0,1,0,0,20,0,0,20,0,0,8692,0,0,Mind-numbing Poison II,,,,,,,,,,,,,,,,16712190,26,9,0,0,0,0,0
24,0,5,0,0,5,0,0,5,0,0,0,0,0,+5 Mana,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
25,0,1,0,0,15,0,0,15,0,0,705,0,0,Shadow Oil,,,,,,,,,,,,,,,,16712190,1,0,0,0,0,0,0
26,0,1,0,0,10,0,0,10,0,0,205,0,0,Frost Oil,,,,,,,,,,,,,,,,16712190,27,0,0,0,0,0,0
27,0,2,0,0,-10,0,0,-10,0,0,0,0,0,Sundered,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
28,0,3,0,0,0,0,0,0,0,0,7438,0,0,+4 All Resistances,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
29,0,6,0,0,2,0,0,2,0,0,0,0,0,Rockbiter 1,,,,,,,,,,,,,,,,16712190,61,9,0,0,0,0,0
30,0,2,0,0,1,0,0,1,0,0,0,0,0,Scope (+1 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,5
31,0,3,0,0,0,0,0,0,0,0,7433,0,0,+4 Beastslaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
32,0,2,0,0,2,0,0,2,0,0,0,0,0,Scope (+2 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,10
33,0,2,0,0,3,0,0,3,0,0,0,0,0,Scope (+3 Damage),,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,20
34,0,5,0,0,20,0,0,20,0,0,36,0,0,Counterweight (+20 Haste Rating),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
35,0,1,0,0,50,0,0,50,0,0,5760,0,0,Mind Numbing Poison,,,,,,,,,,,,,,,,16712190,26,9,0,0,0,0,0
36,0,1,0,0,15,0,0,15,0,0,6297,0,0,Enchant: Fiery Blaze,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
37,0,3,0,0,0,0,0,0,0,0,43588,0,0,Steel Weapon Chain,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
38,0,5,0,0,5,0,0,5,0,0,12,0,0,+5 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
39,0,3,0,0,0,0,0,0,0,0,26596,0,0,Sharpened (+1 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
40,0,2,0,0,2,0,0,2,0,0,0,0,0,Sharpened (+2 Damage),,,,,,,,,,,,,,,,16712190,28,0,0,0,0,0,0
41,0,5,0,0,5,0,0,5,0,0,1,0,0,+5 Health,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
42,0,1,0,0,10,0,0,30,0,0,6647,0,0,Poison (Instant 20),,,,,,,,,,,,,,,,16712190,26,9,0,0,0,0,0
43,0,3,0,0,0,0,0,0,0,0,9784,0,0,Iron Spike (8-12),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
44,0,3,0,0,0,0,0,0,0,0,7445,0,0,Absorption (10),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
63,0,3,0,0,0,0,0,0,0,0,7446,0,0,Absorption (25),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
64,0,5,0,0,3,0,0,3,0,0,6,0,0,+3 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
65,0,3,0,0,0,0,0,0,0,0,7452,0,0,+1 All Resistances,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
66,0,5,0,0,1,0,0,1,0,0,7,0,0,+1 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
67,0,2,0,0,1,0,0,1,0,0,0,0,0,+1 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
68,0,5,0,0,1,0,0,1,0,0,4,0,0,+1 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
69,0,5,0,0,2,0,0,2,0,0,4,0,0,+2 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
70,0,5,0,0,3,0,0,3,0,0,4,0,0,+3 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
71,0,5,0,0,1,0,0,1,0,0,7,0,0,+1 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
72,0,5,0,0,2,0,0,2,0,0,7,0,0,+2 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
73,0,5,0,0,3,0,0,3,0,0,7,0,0,+3 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
74,0,5,0,0,1,0,0,1,0,0,3,0,0,+1 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
75,0,5,0,0,2,0,0,2,0,0,3,0,0,+2 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
76,0,5,0,0,3,0,0,3,0,0,3,0,0,+3 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
77,0,2,0,0,2,0,0,2,0,0,0,0,0,+2 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
78,0,2,0,0,3,0,0,3,0,0,0,0,0,+3 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
79,0,5,0,0,1,0,0,1,0,0,5,0,0,+1 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
80,0,5,0,0,2,0,0,2,0,0,5,0,0,+2 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
81,0,5,0,0,3,0,0,3,0,0,5,0,0,+3 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
82,0,5,0,0,1,0,0,1,0,0,6,0,0,+1 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
83,0,5,0,0,2,0,0,2,0,0,6,0,0,+2 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
84,0,5,0,0,3,0,0,3,0,0,6,0,0,+3 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
85,0,4,0,0,3,0,0,3,0,0,0,0,0,+3 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
86,0,4,0,0,8,0,0,8,0,0,0,0,0,+8 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
87,0,4,0,0,12,0,0,12,0,0,0,0,0,+12 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16712188,0,0,0,0,0,0,0
89,0,4,0,0,16,0,0,16,0,0,0,0,0,+16 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
90,0,5,0,0,4,0,0,4,0,0,3,0,0,+4 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
91,0,5,0,0,5,0,0,5,0,0,3,0,0,+5 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
92,0,5,0,0,6,0,0,6,0,0,3,0,0,+6 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
93,0,5,0,0,7,0,0,7,0,0,3,0,0,+7 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
94,0,5,0,0,4,0,0,4,0,0,5,0,0,+4 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
95,0,5,0,0,5,0,0,5,0,0,5,0,0,+5 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
96,0,5,0,0,6,0,0,6,0,0,5,0,0,+6 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
97,0,5,0,0,7,0,0,7,0,0,5,0,0,+7 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
98,0,5,0,0,4,0,0,4,0,0,6,0,0,+4 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
99,0,5,0,0,5,0,0,5,0,0,6,0,0,+5 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
100,0,5,0,0,6,0,0,6,0,0,6,0,0,+6 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
101,0,5,0,0,7,0,0,7,0,0,6,0,0,+7 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
102,0,5,0,0,4,0,0,4,0,0,7,0,0,+4 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
103,0,5,0,0,5,0,0,5,0,0,7,0,0,+5 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
104,0,5,0,0,6,0,0,6,0,0,7,0,0,+6 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
105,0,5,0,0,7,0,0,7,0,0,7,0,0,+7 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
106,0,5,0,0,4,0,0,4,0,0,4,0,0,+4 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
107,0,5,0,0,5,0,0,5,0,0,4,0,0,+5 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
108,0,5,0,0,6,0,0,6,0,0,4,0,0,+6 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
109,0,5,0,0,7,0,0,7,0,0,4,0,0,+7 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
110,0,5,0,0,1,0,0,1,0,0,12,0,0,+1 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
111,0,5,0,0,2,0,0,2,0,0,12,0,0,+2 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
112,0,5,0,0,3,0,0,3,0,0,12,0,0,+3 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
113,0,5,0,0,4,0,0,4,0,0,12,0,0,+4 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
114,0,5,0,0,5,0,0,5,0,0,12,0,0,+5 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
115,0,5,0,0,6,0,0,6,0,0,12,0,0,+6 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
116,0,5,0,0,7,0,0,7,0,0,12,0,0,+7 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
117,0,2,0,0,4,0,0,4,0,0,0,0,0,+4 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
118,0,2,0,0,5,0,0,5,0,0,0,0,0,+5 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
119,0,2,0,0,6,0,0,6,0,0,0,0,0,+6 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
120,0,2,0,0,7,0,0,7,0,0,0,0,0,+7 Damage,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
121,0,4,0,0,20,0,0,20,0,0,0,0,0,+20 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
122,0,4,0,0,24,0,0,24,0,0,0,0,0,+24 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
123,0,4,0,0,28,0,0,28,0,0,0,0,0,+28 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
124,0,1,0,0,100,0,0,100,0,0,8253,0,0,Flametongue Totem 1,,,,,,,,,,,,,,,,16712190,32,7,0,0,0,0,0
125,0,3,0,0,0,0,0,0,0,0,7520,0,0,+1 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
126,0,3,0,0,0,0,0,0,0,0,7522,0,0,+2 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
127,0,3,0,0,0,0,0,0,0,0,7523,0,0,+3 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
128,0,3,0,0,0,0,0,0,0,0,7524,0,0,+4 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
129,0,3,0,0,0,0,0,0,0,0,7525,0,0,+5 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
130,0,3,0,0,0,0,0,0,0,0,7526,0,0,+6 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
131,0,3,0,0,0,0,0,0,0,0,7527,0,0,+7 Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
132,0,3,0,0,0,0,0,0,0,0,7529,0,0,+1 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
133,0,3,0,0,0,0,0,0,0,0,7561,0,0,+2 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
134,0,3,0,0,0,0,0,0,0,0,7562,0,0,+3 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
135,0,3,0,0,0,0,0,0,0,0,7563,0,0,+4 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
136,0,3,0,0,0,0,0,0,0,0,7564,0,0,+5 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
137,0,3,0,0,0,0,0,0,0,0,7565,0,0,+6 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
138,0,3,0,0,0,0,0,0,0,0,7566,0,0,+7 Two-Handed Sword Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
139,0,3,0,0,0,0,0,0,0,0,7532,0,0,+1 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
140,0,3,0,0,0,0,0,0,0,0,7543,0,0,+2 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
141,0,3,0,0,0,0,0,0,0,0,7544,0,0,+3 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
142,0,3,0,0,0,0,0,0,0,0,7545,0,0,+4 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
143,0,3,0,0,0,0,0,0,0,0,7546,0,0,+5 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
144,0,3,0,0,0,0,0,0,0,0,7547,0,0,+6 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
145,0,3,0,0,0,0,0,0,0,0,7548,0,0,+7 Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
146,0,3,0,0,0,0,0,0,0,0,7533,0,0,+1 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
147,0,3,0,0,0,0,0,0,0,0,7555,0,0,+2 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
148,0,3,0,0,0,0,0,0,0,0,7556,0,0,+3 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
149,0,3,0,0,0,0,0,0,0,0,7557,0,0,+4 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
150,0,3,0,0,0,0,0,0,0,0,7558,0,0,+5 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
151,0,3,0,0,0,0,0,0,0,0,7559,0,0,+6 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
152,0,3,0,0,0,0,0,0,0,0,7560,0,0,+7 Two-Handed Mace Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
153,0,3,0,0,0,0,0,0,0,0,7530,0,0,+1 Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
154,0,3,0,0,0,0,0,0,0,0,7537,0,0,+2 Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
155,0,3,0,0,0,0,0,0,0,0,7538,0,0,+3 Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
156,0,3,0,0,0,0,0,0,0,0,7539,0,0,+4 Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
157,0,3,0,0,0,0,0,0,0,0,7540,0,0,+5 Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
158,0,3,0,0,0,0,0,0,0,0,7541,0,0,+6 Ase Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
159,0,3,0,0,0,0,0,0,0,0,7542,0,0,+7 Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
160,0,3,0,0,0,0,0,0,0,0,7549,0,0,+1 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
161,0,3,0,0,0,0,0,0,0,0,7531,0,0,+2 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
162,0,3,0,0,0,0,0,0,0,0,7550,0,0,+3 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
163,0,3,0,0,0,0,0,0,0,0,7551,0,0,+4 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
164,0,3,0,0,0,0,0,0,0,0,7552,0,0,+5 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
165,0,3,0,0,0,0,0,0,0,0,7553,0,0,+6 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
166,0,3,0,0,0,0,0,0,0,0,7554,0,0,+7 Two-Handed Axe Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
167,0,3,0,0,0,0,0,0,0,0,7534,0,0,+1 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
168,0,3,0,0,0,0,0,0,0,0,7573,0,0,+2 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
169,0,3,0,0,0,0,0,0,0,0,7574,0,0,+3 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
170,0,3,0,0,0,0,0,0,0,0,7575,0,0,+4 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
171,0,3,0,0,0,0,0,0,0,0,7576,0,0,+5 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
172,0,3,0,0,0,0,0,0,0,0,7577,0,0,+6 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
173,0,3,0,0,0,0,0,0,0,0,7578,0,0,+7 Dagger Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
174,0,3,0,0,0,0,0,0,0,0,7536,0,0,+1 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
175,0,3,0,0,0,0,0,0,0,0,7579,0,0,+2 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
176,0,3,0,0,0,0,0,0,0,0,7580,0,0,+3 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
177,0,3,0,0,0,0,0,0,0,0,7581,0,0,+4 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
178,0,3,0,0,0,0,0,0,0,0,7582,0,0,+5 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
179,0,3,0,0,0,0,0,0,0,0,7583,0,0,+6 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
180,0,3,0,0,0,0,0,0,0,0,7584,0,0,+7 Gun Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
181,0,3,0,0,0,0,0,0,0,0,7535,0,0,+1 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
182,0,3,0,0,0,0,0,0,0,0,7567,0,0,+2 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
183,0,3,0,0,0,0,0,0,0,0,7568,0,0,+3 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
184,0,3,0,0,0,0,0,0,0,0,7569,0,0,+4 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
185,0,3,0,0,0,0,0,0,0,0,7570,0,0,+5 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
186,0,3,0,0,0,0,0,0,0,0,7571,0,0,+6 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
187,0,3,0,0,0,0,0,0,0,0,7572,0,0,+7 Bow Skill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
188,0,3,0,0,0,0,0,0,0,0,7590,0,0,+2 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
189,0,3,0,0,0,0,0,0,0,0,7591,0,0,+4 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
190,0,3,0,0,0,0,0,0,0,0,7592,0,0,+6 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
191,0,3,0,0,0,0,0,0,0,0,7593,0,0,+8 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
192,0,3,0,0,0,0,0,0,0,0,7594,0,0,+10 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
193,0,3,0,0,0,0,0,0,0,0,7595,0,0,+12 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
194,0,3,0,0,0,0,0,0,0,0,7596,0,0,+14 Beast Slaying,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
195,0,5,0,0,14,0,0,14,0,0,32,0,0,+14 Critical Strike Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
196,0,5,0,0,28,0,0,28,0,0,32,0,0,+28 Critical Strike Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
197,0,5,0,0,42,0,0,42,0,0,32,0,0,+42 Critical Strike Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
198,0,5,0,0,56,0,0,56,0,0,32,0,0,+56 Critical Strike Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
199,0,3,0,0,0,0,0,0,0,0,7601,0,0,10% On Get Hit: Shadow Bolt (10 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
200,0,3,0,0,0,0,0,0,0,0,7614,0,0,10% On Get Hit: Shadow Bolt (20 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
201,0,3,0,0,0,0,0,0,0,0,7615,0,0,10% On Get Hit: Shadow Bolt (30 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
202,0,3,0,0,0,0,0,0,0,0,7616,0,0,10% On Get Hit: Shadow Bolt (40 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
203,0,3,0,0,0,0,0,0,0,0,7617,0,0,10% On Get Hit: Shadow Bolt (50 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
